sample_key,row,col,u,v,n_supporting_detections,median_area_frac
CG CL 1,1,2,2.4785588241067704,1.1479065431014586,1,0.000672827648114257
CG CL 1,1,2,2.626361092331906,1.1515053242987405,1,0.0006675297926172944
CG CL 1,1,0,0.258111761109557,1.1528603264959696,1,0.0005827641046658919
CG CL 1,1,1,1.2279731107809515,1.1574042264972875,1,0.0007973272522928794
CG CL 1,1,1,1.346979271875262,1.1581651474945576,1,0.0008185186742807301
CG CL 1,1,0,0.8184611186648112,1.162338928393762,1,0.0009112311454775765
CG CL 1,1,2,2.46489220310673,1.165275342181937,1,0.0005907108879113359
CG CL 1,1,1,1.5120672883661421,1.1695320690595743,1,0.0009695075559441657
CG CL 1,1,1,1.2635816498263748,1.1752216334561438,1,0.0008847418679927631
CG CL 1,1,0,0.8817821070840915,1.1734050743983029,1,0.0006595830093718505
CG CL 1,1,1,1.428697856611697,1.173835108099894,1,0.0005324344774447467
CG CL 1,1,0,0.17848302361859508,1.1801738386428169,1,0.0008953375789866885
CG CL 1,1,1,1.6182182557578184,1.1764331822647727,1,0.0006145512376476679
CG CL 1,1,3,3.489771842140082,1.179190410590448,1,0.0007072637088445143
